id,lon,lat
1076,72.841802,18.981054
1077,72.836309,18.981817
1078,72.824756,18.981794
1079,72.826263,18.981308
1080,72.841047,18.981189
1081,72.855879,18.981245
1082,72.826596,18.981372
1083,72.826885,18.981399
1084,72.831377,18.982039
1085,72.842733,18.981966
1086,72.826092,18.982326
1087,72.834726,18.981661
1088,72.842836,18.982275
1089,72.835048,18.982751
1090,72.840846,18.982814
1091,72.823799,18.982489
1092,72.828283,18.983449
1093,72.840914,18.983219
1094,72.842561,18.983248
1095,72.825556,18.983405
1096,72.829585,18.984107
1097,72.835386,18.983982
1098,72.838494,18.984198
1099,72.839486,18.984259
1100,72.840967,18.984340
1101,72.836471,18.984485
1102,72.824800,18.984330
1103,72.828442,18.985076
1104,72.842106,18.985322
1105,72.841362,18.985372
1106,72.824292,18.985684
1107,72.837829,18.985665
1108,72.827524,18.986058
1109,72.831781,18.987462
1110,72.828868,18.986229
1111,72.832588,18.987537
1112,72.831963,18.986789
1113,72.841667,18.986968
1114,72.841324,18.988114
1115,72.840318,18.988132
1116,72.827164,18.987824
1117,72.823597,18.986982
1118,72.833925,18.988265
1119,72.835905,18.988470
1120,72.829319,18.988475
1121,72.834368,18.989311
1122,72.855937,18.989725
1123,72.824260,18.988515
1124,72.838351,18.990004
1125,72.838904,18.989912
1126,72.826210,18.989962
1127,72.841474,18.990678
1128,72.845788,18.988796
